GISJOIN,YEAR,STUSAB,ZCTA5A,ZCTA_NAME,Total,Under0.5,0.5_0.99,1.00_1.24,1.25_1.49,1.50_1.84,1.85_1.99,Over2.0,Poverty_Dummy,Pct_Agg
G97221,2015-2019,US,97221,ZCTA5 97221,12338,407,358,271,297,244,23,10738,0,6.200356622
G97222,2015-2019,US,97222,ZCTA5 97222,36643,1912,2892,1107,1063,1986,1043,26640,0,13.11028027
G97223,2015-2019,US,97223,ZCTA5 97223,50338,1972,2361,1005,1205,3083,879,39833,0,8.607811196
G97224,2015-2019,US,97224,ZCTA5 97224,35212,1224,1664,791,625,1495,1072,28341,0,8.201749404
G97225,2015-2019,US,97225,ZCTA5 97225,25969,847,526,407,446,1233,536,21974,0,5.287073049
G97227,2015-2019,US,97227,ZCTA5 97227,5131,420,467,201,274,166,59,3544,0,17.28707854
G97229,2015-2019,US,97229,ZCTA5 97229,69367,1803,1819,1403,868,1566,576,61332,0,5.22150302
G97230,2015-2019,US,97230,ZCTA5 97230,39340,2596,3944,2255,1610,2413,1170,25352,0,16.62430097
G97231,2015-2019,US,97231,ZCTA5 97231,3946,150,140,64,58,60,30,3444,0,7.349214394
G97232,2015-2019,US,97232,ZCTA5 97232,13520,902,575,272,244,776,289,10462,0,10.92455621
G97233,2015-2019,US,97233,ZCTA5 97233,39977,3795,6533,3492,2567,3005,2172,18413,0,25.83485504
G97236,2015-2019,US,97236,ZCTA5 97236,40471,3888,4822,2110,1634,2756,1706,23555,0,21.52158336
G97239,2015-2019,US,97239,ZCTA5 97239,18065,1197,476,286,1001,583,249,14273,0,9.261001937
G97266,2015-2019,US,97266,ZCTA5 97266,35303,2287,4816,1814,1814,2983,1134,20455,0,20.12010311
G97267,2015-2019,US,97267,ZCTA5 97267,33464,1441,1454,699,880,1426,1088,26476,0,8.651087736
G97301,2015-2019,US,97301,ZCTA5 97301,51644,4891,6647,4514,4563,4434,1825,24770,0,22.3414143
G97302,2015-2019,US,97302,ZCTA5 97302,38295,1981,2709,1736,1160,1888,873,27948,0,12.24702964
G97303,2015-2019,US,97303,ZCTA5 97303,40858,2137,2548,1813,1464,2550,1004,29342,0,11.46654266
G97304,2015-2019,US,97304,ZCTA5 97304,31656,1228,1457,605,1158,1752,1353,24103,0,8.481804397
G97305,2015-2019,US,97305,ZCTA5 97305,43760,3047,5403,2751,3448,4188,1748,23175,0,19.30987203
G97306,2015-2019,US,97306,ZCTA5 97306,32154,1644,1731,887,1376,1779,927,23810,0,10.49636126
G97317,2015-2019,US,97317,ZCTA5 97317,22883,1293,1689,699,1650,1169,873,15510,0,13.03150811
G97321,2015-2019,US,97321,ZCTA5 97321,26898,1020,1243,983,587,1682,818,20565,0,8.413264927
G97322,2015-2019,US,97322,ZCTA5 97322,35822,1612,2950,1904,1771,2789,1381,23415,0,12.73519066
G97324,2015-2019,US,97324,ZCTA5 97324,1317,128,102,57,19,171,27,813,0,17.46393318
G97325,2015-2019,US,97325,ZCTA5 97325,6919,233,693,301,258,434,47,4953,0,13.38343691
G97326,2015-2019,US,97326,ZCTA5 97326,1205,82,73,53,0,215,155,627,0,12.86307054
G97327,2015-2019,US,97327,ZCTA5 97327,3375,153,125,204,275,211,84,2323,0,8.237037037
G97329,2015-2019,US,97329,ZCTA5 97329,146,79,18,0,0,0,26,23,1,66.43835616
G97330,2015-2019,US,97330,ZCTA5 97330,41360,5935,3379,1662,1552,2168,771,25893,0,22.51934236
G97331,2015-2019,US,97331,ZCTA5 97331,0,0,0,0,0,0,0,0,0,#DIV/0!
G97333,2015-2019,US,97333,ZCTA5 97333,22200,2783,2431,1053,618,1290,606,13419,0,23.48648649
G97338,2015-2019,US,97338,ZCTA5 97338,21405,1062,1454,963,758,1167,805,15196,0,11.75426302
G97341,2015-2019,US,97341,ZCTA5 97341,2682,81,192,90,157,183,84,1895,0,10.17897092
G97342,2015-2019,US,97342,ZCTA5 97342,89,0,11,3,4,10,0,61,0,12.35955056
G97343,2015-2019,US,97343,ZCTA5 97343,222,53,25,9,31,9,0,95,0,35.13513514
G97344,2015-2019,US,97344,ZCTA5 97344,1484,134,215,76,72,95,2,890,0,23.51752022
G97345,2015-2019,US,97345,ZCTA5 97345,731,23,12,179,365,0,0,152,0,4.787961696
G97346,2015-2019,US,97346,ZCTA5 97346,988,63,111,29,61,49,18,657,0,17.61133603
G97347,2015-2019,US,97347,ZCTA5 97347,1899,235,319,68,66,162,34,1015,0,29.17324908
G97348,2015-2019,US,97348,ZCTA5 97348,1572,47,104,60,26,80,22,1233,0,9.605597964
G97350,2015-2019,US,97350,ZCTA5 97350,207,3,7,6,4,84,5,98,0,4.830917874
G97351,2015-2019,US,97351,ZCTA5 97351,11067,581,699,833,322,2028,174,6430,0,11.56591669
G97352,2015-2019,US,97352,ZCTA5 97352,6489,346,388,459,392,518,263,4123,0,11.31145015
G97355,2015-2019,US,97355,ZCTA5 97355,30123,1729,2381,1263,2078,2363,769,19540,0,13.64405936
G97357,2015-2019,US,97357,ZCTA5 97357,174,0,28,0,0,10,0,136,0,16.09195402
G97358,2015-2019,US,97358,ZCTA5 97358,2484,49,199,115,54,120,8,1939,0,9.98389694
G97360,2015-2019,US,97360,ZCTA5 97360,2453,133,172,156,131,398,113,1350,0,12.43375459
G97361,2015-2019,US,97361,ZCTA5 97361,11252,1462,1308,510,791,533,321,6327,0,24.61784572
G97362,2015-2019,US,97362,ZCTA5 97362,4154,298,172,362,259,314,78,2671,0,11.31439576
G97364,2015-2019,US,97364,ZCTA5 97364,464,33,31,15,48,42,4,291,0,13.79310345
G97365,2015-2019,US,97365,ZCTA5 97365,11117,815,1042,841,410,1035,196,6778,0,16.7041468
G97366,2015-2019,US,97366,ZCTA5 97366,1738,108,44,100,57,210,26,1193,0,8.745684695
G97367,2015-2019,US,97367,ZCTA5 97367,9589,556,1175,736,609,917,496,5100,0,18.05193451
G97368,2015-2019,US,97368,ZCTA5 97368,3319,461,278,148,105,325,152,1850,0,22.26574269
G97369,2015-2019,US,97369,ZCTA5 97369,187,15,0,6,15,0,0,151,0,8.021390374
G97370,2015-2019,US,97370,ZCTA5 97370,8650,219,397,295,390,267,228,6854,0,7.121387283
G97371,2015-2019,US,97371,ZCTA5 97371,659,0,15,0,0,23,2,619,0,2.276176024
G97373,2015-2019,US,97373,ZCTA5 97373,181,135,25,8,0,13,0,0,1,88.39779006
G97374,2015-2019,US,97374,ZCTA5 97374,4460,43,423,216,159,252,76,3291,0,10.44843049
G97375,2015-2019,US,97375,ZCTA5 97375,1477,26,7,105,50,47,45,1197,0,2.234258632
G97376,2015-2019,US,97376,ZCTA5 97376,1248,175,85,67,96,115,68,642,0,20.83333333
G97377,2015-2019,US,97377,ZCTA5 97377,967,183,37,0,9,47,12,679,0,22.75077559
G97378,2015-2019,US,97378,ZCTA5 97378,6593,304,419,345,558,652,113,4202,0,10.96617625
G97380,2015-2019,US,97380,ZCTA5 97380,2559,182,325,114,76,219,219,1424,0,19.81242673
G97381,2015-2019,US,97381,ZCTA5 97381,16089,356,630,742,1071,470,255,12565,0,6.128410715
G97383,2015-2019,US,97383,ZCTA5 97383,9912,276,574,845,557,439,64,7157,0,8.575464084
G97384,2015-2019,US,97384,ZCTA5 97384,0,0,0,0,0,0,0,0,0,#DIV/0!
G97385,2015-2019,US,97385,ZCTA5 97385,3113,106,48,65,125,174,23,2572,0,4.946996466
G97386,2015-2019,US,97386,ZCTA5 97386,14482,1306,1180,329,1318,949,298,9102,0,17.16613727
G97388,2015-2019,US,97388,ZCTA5 97388,790,29,2,83,2,25,0,649,0,3.924050633
G97389,2015-2019,US,97389,ZCTA5 97389,1844,171,160,83,104,105,80,1141,0,17.95010846
G97390,2015-2019,US,97390,ZCTA5 97390,742,14,111,76,33,0,31,477,0,16.84636119
G97391,2015-2019,US,97391,ZCTA5 97391,5966,580,230,207,336,601,69,3943,0,13.57693597
G97392,2015-2019,US,97392,ZCTA5 97392,6983,211,180,308,267,179,151,5687,0,5.599312616
G97394,2015-2019,US,97394,ZCTA5 97394,5224,365,548,179,296,491,148,3197,0,17.4770291
G97396,2015-2019,US,97396,ZCTA5 97396,3359,364,149,209,240,237,41,2119,0,15.2724025
G97401,2015-2019,US,97401,ZCTA5 97401,44235,8314,5093,2790,1875,2797,1007,22359,0,30.30857918
G97402,2015-2019,US,97402,ZCTA5 97402,51912,3667,5958,2543,3747,4068,1388,30541,0,18.54099245
G97403,2015-2019,US,97403,ZCTA5 97403,10308,2355,1199,625,245,461,285,5138,0,34.47807528
G97404,2015-2019,US,97404,ZCTA5 97404,34458,1926,2266,1461,1873,2121,1104,23707,0,12.16553485
G97405,2015-2019,US,97405,ZCTA5 97405,44749,2346,2979,1670,1644,2281,1082,32747,0,11.89970726
G97406,2015-2019,US,97406,ZCTA5 97406,48,0,0,21,0,27,0,0,0,0
G97408,2015-2019,US,97408,ZCTA5 97408,13290,726,348,293,318,796,582,10227,0,8.081264108
G97410,2015-2019,US,97410,ZCTA5 97410,637,91,27,30,25,44,23,397,0,18.52433281
G97411,2015-2019,US,97411,ZCTA5 97411,7255,523,580,357,568,1025,254,3948,0,15.20330806
G97412,2015-2019,US,97412,ZCTA5 97412,518,41,72,0,47,51,9,298,0,21.81467181
G97413,2015-2019,US,97413,ZCTA5 97413,944,80,81,83,31,10,18,641,0,17.05508475
G97414,2015-2019,US,97414,ZCTA5 97414,306,25,65,159,0,43,14,0,0,29.41176471
G97415,2015-2019,US,97415,ZCTA5 97415,14089,526,1061,575,826,1129,430,9542,0,11.26410675
G97416,2015-2019,US,97416,ZCTA5 97416,1349,192,178,28,69,149,3,730,0,27.42772424
G97417,2015-2019,US,97417,ZCTA5 97417,2353,220,386,189,239,183,37,1099,0,25.75435614
G97419,2015-2019,US,97419,ZCTA5 97419,1074,56,85,0,24,101,236,572,0,13.12849162
G97420,2015-2019,US,97420,ZCTA5 97420,27601,2290,2479,1718,1351,1666,1029,17068,0,17.27835948
G97423,2015-2019,US,97423,ZCTA5 97423,6453,352,346,925,529,701,233,3367,0,10.81667442
G97424,2015-2019,US,97424,ZCTA5 97424,17756,1461,1968,954,978,1042,590,10763,0,19.31178193
G97426,2015-2019,US,97426,ZCTA5 97426,9924,587,505,497,723,562,69,6981,0,11.00362757
G97429,2015-2019,US,97429,ZCTA5 97429,738,31,115,35,36,26,49,446,0,19.78319783
G97430,2015-2019,US,97430,ZCTA5 97430,349,18,20,8,40,20,13,230,0,10.88825215
G97431,2015-2019,US,97431,ZCTA5 97431,2321,111,308,84,88,152,12,1566,0,18.05256355
G97434,2015-2019,US,97434,ZCTA5 97434,959,69,136,89,137,75,2,451,0,21.37643379
G97435,2015-2019,US,97435,ZCTA5 97435,2135,90,80,42,233,248,9,1433,0,7.962529274
G97436,2015-2019,US,97436,ZCTA5 97436,698,42,19,86,33,35,49,434,0,8.739255014
G97437,2015-2019,US,97437,ZCTA5 97437,2939,97,163,73,21,205,170,2210,0,8.846546444
G97438,2015-2019,US,97438,ZCTA5 97438,1052,69,28,51,39,63,34,768,0,9.220532319
G97439,2015-2019,US,97439,ZCTA5 97439,14610,1130,1169,693,681,1170,372,9395,0,15.7357974
G97441,2015-2019,US,97441,ZCTA5 97441,586,0,0,52,87,105,239,103,0,0
G97442,2015-2019,US,97442,ZCTA5 97442,2047,208,283,120,160,198,109,969,0,23.98632145
G97443,2015-2019,US,97443,ZCTA5 97443,2097,292,287,249,24,97,99,1049,0,27.61087268
G97444,2015-2019,US,97444,ZCTA5 97444,5571,208,344,329,144,533,226,3787,0,9.908454496
G97446,2015-2019,US,97446,ZCTA5 97446,6106,419,699,478,408,236,101,3765,0,18.30985915
G97447,2015-2019,US,97447,ZCTA5 97447,556,24,0,16,11,62,17,426,0,4.316546763
G97448,2015-2019,US,97448,ZCTA5 97448,12837,826,892,693,430,586,311,9099,0,13.38318922
G97449,2015-2019,US,97449,ZCTA5 97449,2170,129,123,251,68,92,135,1372,0,11.61290323
G97450,2015-2019,US,97450,ZCTA5 97450,413,0,79,65,6,40,48,175,0,19.1283293
G97451,2015-2019,US,97451,ZCTA5 97451,370,0,0,0,0,3,0,367,0,0
G97452,2015-2019,US,97452,ZCTA5 97452,1709,46,35,33,47,193,79,1276,0,4.739613809
G97453,2015-2019,US,97453,ZCTA5 97453,835,62,40,90,120,45,29,449,0,12.21556886
G97454,2015-2019,US,97454,ZCTA5 97454,1468,115,110,17,64,56,26,1080,0,15.32697548
G97455,2015-2019,US,97455,ZCTA5 97455,3131,163,131,117,173,151,0,2396,0,9.389971255
G97456,2015-2019,US,97456,ZCTA5 97456,2814,126,412,72,85,242,59,1818,0,19.11869225
G97457,2015-2019,US,97457,ZCTA5 97457,10190,823,1002,616,390,805,348,6206,0,17.90971541
G97458,2015-2019,US,97458,ZCTA5 97458,4342,498,398,310,356,245,80,2455,0,20.63565177
G97459,2015-2019,US,97459,ZCTA5 97459,13248,785,1151,692,490,618,371,9141,0,14.61352657
G97461,2015-2019,US,97461,ZCTA5 97461,834,10,225,78,25,21,0,475,0,28.17745803
G97462,2015-2019,US,97462,ZCTA5 97462,3730,403,245,42,76,252,135,2577,0,17.37265416
G97463,2015-2019,US,97463,ZCTA5 97463,3899,574,659,351,174,160,44,1937,0,31.6234932
G97465,2015-2019,US,97465,ZCTA5 97465,2021,211,367,82,153,124,71,1013,0,28.59970312
G97466,2015-2019,US,97466,ZCTA5 97466,1272,231,164,26,114,51,15,671,0,31.05345912
G97467,2015-2019,US,97467,ZCTA5 97467,4963,477,464,259,172,505,77,3009,0,18.96030627
G97469,2015-2019,US,97469,ZCTA5 97469,2647,224,432,212,90,206,179,1304,0,24.78277295
G97470,2015-2019,US,97470,ZCTA5 97470,19497,913,2124,974,1240,2258,1149,10839,0,15.5767554
G97471,2015-2019,US,97471,ZCTA5 97471,30519,1450,1398,1744,2238,2145,932,20612,0,9.331891609
G97473,2015-2019,US,97473,ZCTA5 97473,254,11,0,8,40,14,11,170,0,4.330708661
G97476,2015-2019,US,97476,ZCTA5 97476,343,0,0,0,0,27,53,263,0,0
G97477,2015-2019,US,97477,ZCTA5 97477,37163,2874,4712,1728,2173,3592,1010,21074,0,20.41277615
G97478,2015-2019,US,97478,ZCTA5 97478,39447,2211,3418,1743,1615,2444,1201,26815,0,14.2697797
G97479,2015-2019,US,97479,ZCTA5 97479,9660,822,688,648,330,1017,251,5904,0,15.63146998
G97480,2015-2019,US,97480,ZCTA5 97480,333,15,62,53,0,27,17,159,0,23.12312312
G97481,2015-2019,US,97481,ZCTA5 97481,748,0,0,22,0,73,17,636,0,0
G97484,2015-2019,US,97484,ZCTA5 97484,178,16,34,0,3,0,9,116,0,28.08988764
G97486,2015-2019,US,97486,ZCTA5 97486,663,16,63,0,133,0,31,420,0,11.91553544
G97487,2015-2019,US,97487,ZCTA5 97487,9100,334,954,255,427,827,480,5823,0,14.15384615
G97488,2015-2019,US,97488,ZCTA5 97488,1201,41,175,15,0,61,15,894,0,17.98501249
G97489,2015-2019,US,97489,ZCTA5 97489,785,0,0,15,134,53,5,578,0,0
G97490,2015-2019,US,97490,ZCTA5 97490,257,0,12,11,4,64,0,166,0,4.6692607
G97492,2015-2019,US,97492,ZCTA5 97492,667,11,175,8,75,97,18,283,0,27.88605697
G97493,2015-2019,US,97493,ZCTA5 97493,359,14,24,28,32,0,14,247,0,10.58495822
G97494,2015-2019,US,97494,ZCTA5 97494,67,0,0,31,0,0,0,36,0,0
G97495,2015-2019,US,97495,ZCTA5 97495,1673,108,133,26,0,0,78,1328,0,14.40526001
G97496,2015-2019,US,97496,ZCTA5 97496,7710,586,484,595,804,846,173,4222,0,13.87808042
G97497,2015-2019,US,97497,ZCTA5 97497,1514,207,145,124,218,76,35,709,0,23.24966975
G97498,2015-2019,US,97498,ZCTA5 97498,1525,62,104,62,88,227,32,950,0,10.8852459
G97499,2015-2019,US,97499,ZCTA5 97499,1819,60,212,30,91,252,26,1148,0,14.95327103
G97501,2015-2019,US,97501,ZCTA5 97501,45384,3635,4914,1950,4540,4345,1986,24014,0,18.83703508
G97502,2015-2019,US,97502,ZCTA5 97502,28932,895,2499,1282,1097,2402,841,19916,0,11.73095534
G97503,2015-2019,US,97503,ZCTA5 97503,12778,554,2307,655,742,1297,637,6586,0,22.39004539
G97504,2015-2019,US,97504,ZCTA5 97504,47295,2633,4517,2453,1833,2705,1104,32050,0,15.11787715
G97520,2015-2019,US,97520,ZCTA5 97520,24469,2056,2062,1121,901,1210,952,16167,0,16.82945768
G97522,2015-2019,US,97522,ZCTA5 97522,588,58,60,24,44,37,61,304,0,20.06802721
G97523,2015-2019,US,97523,ZCTA5 97523,5485,974,795,397,178,339,347,2455,0,32.25159526
G97524,2015-2019,US,97524,ZCTA5 97524,14974,729,556,369,430,974,532,11384,0,8.581541338
G97525,2015-2019,US,97525,ZCTA5 97525,4347,185,354,219,218,214,303,2854,0,12.39935588
G97526,2015-2019,US,97526,ZCTA5 97526,34918,3023,2447,2578,3097,2073,1705,19995,0,15.66527293
G97527,2015-2019,US,97527,ZCTA5 97527,35894,2719,3657,2468,2437,3287,725,20601,0,17.7634145
G97530,2015-2019,US,97530,ZCTA5 97530,6913,491,270,176,141,293,73,5469,0,11.00824533
G97531,2015-2019,US,97531,ZCTA5 97531,561,20,129,38,0,76,0,298,0,26.5597148
G97532,2015-2019,US,97532,ZCTA5 97532,2562,234,191,16,173,116,154,1678,0,16.58860265
G97534,2015-2019,US,97534,ZCTA5 97534,927,294,17,86,0,216,54,260,0,33.54908306
G97535,2015-2019,US,97535,ZCTA5 97535,5154,358,274,768,501,469,135,2649,0,12.26232053
G97536,2015-2019,US,97536,ZCTA5 97536,1031,114,168,72,66,124,17,470,0,27.35208535
G97537,2015-2019,US,97537,ZCTA5 97537,7458,334,671,247,313,448,217,5228,0,13.47546259
G97538,2015-2019,US,97538,ZCTA5 97538,1458,47,161,111,50,111,9,969,0,14.26611797
G97539,2015-2019,US,97539,ZCTA5 97539,3295,186,264,157,469,233,31,1955,0,13.65705615
G97540,2015-2019,US,97540,ZCTA5 97540,8458,926,366,449,625,450,116,5526,0,15.27547884
G97541,2015-2019,US,97541,ZCTA5 97541,1544,226,161,0,54,86,82,935,0,25.06476684
G97543,2015-2019,US,97543,ZCTA5 97543,600,39,94,17,89,0,9,352,0,22.16666667
G97544,2015-2019,US,97544,ZCTA5 97544,2566,380,222,167,155,127,40,1475,0,23.46063913
G97601,2015-2019,US,97601,ZCTA5 97601,22327,1898,2911,1750,1234,1932,887,11715,0,21.53894388
G97603,2015-2019,US,97603,ZCTA5 97603,28971,2006,3227,1653,1549,2413,1142,16981,0,18.06289048
G97604,2015-2019,US,97604,ZCTA5 97604,135,82,26,0,0,0,0,27,1,80
G97620,2015-2019,US,97620,ZCTA5 97620,177,8,2,0,6,17,39,105,0,5.649717514
G97621,2015-2019,US,97621,ZCTA5 97621,150,0,0,0,11,0,31,108,0,0
G97622,2015-2019,US,97622,ZCTA5 97622,458,16,105,48,69,12,9,199,0,26.41921397
G97623,2015-2019,US,97623,ZCTA5 97623,2520,224,352,235,134,204,123,1248,0,22.85714286
G97624,2015-2019,US,97624,ZCTA5 97624,3560,481,278,136,122,427,255,1861,0,21.32022472
G97625,2015-2019,US,97625,ZCTA5 97625,387,0,21,0,0,28,112,226,0,5.426356589
G97626,2015-2019,US,97626,ZCTA5 97626,45,16,0,0,29,0,0,0,0,35.55555556
G97627,2015-2019,US,97627,ZCTA5 97627,638,13,92,0,0,0,0,533,0,16.45768025
G97630,2015-2019,US,97630,ZCTA5 97630,4401,382,441,308,398,165,253,2454,0,18.70029539
G97632,2015-2019,US,97632,ZCTA5 97632,1527,53,292,23,65,174,34,886,0,22.59332024
G97633,2015-2019,US,97633,ZCTA5 97633,1263,62,53,120,40,29,135,824,0,9.10530483
G97634,2015-2019,US,97634,ZCTA5 97634,242,13,0,17,6,46,0,160,0,5.371900826
G97635,2015-2019,US,97635,ZCTA5 97635,141,35,24,14,0,17,7,44,0,41.84397163
G97636,2015-2019,US,97636,ZCTA5 97636,479,20,36,23,10,68,3,319,0,11.69102296
G97637,2015-2019,US,97637,ZCTA5 97637,127,11,2,2,16,4,12,80,0,10.23622047
G97638,2015-2019,US,97638,ZCTA5 97638,559,108,51,0,85,22,9,284,0,28.44364937
G97639,2015-2019,US,97639,ZCTA5 97639,659,73,156,176,137,0,0,117,0,34.74962064
G97640,2015-2019,US,97640,ZCTA5 97640,127,7,10,2,0,0,4,104,0,13.38582677
G97641,2015-2019,US,97641,ZCTA5 97641,1196,134,96,133,68,195,66,504,0,19.23076923
G97701,2015-2019,US,97701,ZCTA5 97701,68899,2806,4189,2635,1655,3808,2149,51657,0,10.15254213
G97702,2015-2019,US,97702,ZCTA5 97702,49983,2333,2725,2705,1693,1999,1410,37118,0,10.11944061
G97707,2015-2019,US,97707,ZCTA5 97707,6076,286,494,22,69,431,384,4390,0,12.83739302
G97710,2015-2019,US,97710,ZCTA5 97710,115,0,1,2,2,2,9,99,0,0.869565217
G97711,2015-2019,US,97711,ZCTA5 97711,32,0,0,0,5,0,3,24,0,0
G97712,2015-2019,US,97712,ZCTA5 97712,86,0,0,0,0,0,0,86,0,0
G97720,2015-2019,US,97720,ZCTA5 97720,4298,281,204,180,384,529,278,2442,0,11.28431829
G97721,2015-2019,US,97721,ZCTA5 97721,222,2,30,11,18,73,5,83,0,14.41441441
G97722,2015-2019,US,97722,ZCTA5 97722,65,0,0,0,0,0,0,65,0,0
G97730,2015-2019,US,97730,ZCTA5 97730,222,0,1,4,2,11,8,196,0,0.45045045
G97731,2015-2019,US,97731,ZCTA5 97731,371,47,15,0,129,53,25,102,0,16.7115903
G97732,2015-2019,US,97732,ZCTA5 97732,123,5,0,0,3,80,0,35,0,4.06504065
G97733,2015-2019,US,97733,ZCTA5 97733,391,111,0,24,0,39,0,217,0,28.3887468
G97734,2015-2019,US,97734,ZCTA5 97734,3392,105,198,229,272,281,62,2245,0,8.932783019
G97735,2015-2019,US,97735,ZCTA5 97735,97,0,0,0,13,50,0,34,0,0
G97736,2015-2019,US,97736,ZCTA5 97736,102,12,10,0,10,4,0,66,0,21.56862745
G97737,2015-2019,US,97737,ZCTA5 97737,591,8,12,0,27,53,42,449,0,3.384094755
G97738,2015-2019,US,97738,ZCTA5 97738,1772,108,27,83,115,178,5,1256,0,7.618510158
G97739,2015-2019,US,97739,ZCTA5 97739,12534,827,1063,567,768,664,743,7902,0,15.07898516
G97741,2015-2019,US,97741,ZCTA5 97741,11521,950,1023,621,374,860,241,7452,0,17.12524954
G97750,2015-2019,US,97750,ZCTA5 97750,350,7,30,40,31,16,27,199,0,10.57142857
G97751,2015-2019,US,97751,ZCTA5 97751,77,0,0,0,11,8,0,58,0,0
G97752,2015-2019,US,97752,ZCTA5 97752,0,0,0,0,0,0,0,0,0,#DIV/0!
G97753,2015-2019,US,97753,ZCTA5 97753,2570,80,36,86,0,159,248,1961,0,4.513618677
G97754,2015-2019,US,97754,ZCTA5 97754,20170,930,2010,1113,1295,1951,659,12212,0,14.57610312
G97756,2015-2019,US,97756,ZCTA5 97756,38649,1799,2699,1192,1492,1924,1004,28539,0,11.63807602
G97758,2015-2019,US,97758,ZCTA5 97758,89,6,22,19,3,0,11,28,0,31.46067416
G97759,2015-2019,US,97759,ZCTA5 97759,7877,259,318,287,253,249,85,6426,0,7.325123778
G97760,2015-2019,US,97760,ZCTA5 97760,6872,441,496,176,135,267,318,5039,0,13.63504075
G97761,2015-2019,US,97761,ZCTA5 97761,4116,783,549,169,298,408,204,1705,0,32.36151603
G97801,2015-2019,US,97801,ZCTA5 97801,18482,1114,1985,799,1183,1133,637,11631,0,16.76766584
G97810,2015-2019,US,97810,ZCTA5 97810,1097,24,51,15,71,40,66,830,0,6.836827712
G97812,2015-2019,US,97812,ZCTA5 97812,909,16,94,102,23,41,63,570,0,12.10121012
G97813,2015-2019,US,97813,ZCTA5 97813,1381,103,75,182,51,59,13,898,0,12.88921072
G97814,2015-2019,US,97814,ZCTA5 97814,11789,546,836,556,989,897,477,7488,0,11.72279243
G97817,2015-2019,US,97817,ZCTA5 97817,60,0,53,0,0,0,0,7,1,88.33333333
G97818,2015-2019,US,97818,ZCTA5 97818,4244,339,474,383,212,303,155,2378,0,19.15645617
G97819,2015-2019,US,97819,ZCTA5 97819,17,2,0,2,0,0,0,13,0,11.76470588
G97820,2015-2019,US,97820,ZCTA5 97820,869,11,100,23,25,45,10,655,0,12.77330265
G97823,2015-2019,US,97823,ZCTA5 97823,912,40,42,66,37,46,48,633,0,8.99122807
G97824,2015-2019,US,97824,ZCTA5 97824,1772,69,114,108,103,200,28,1150,0,10.32731377
G97825,2015-2019,US,97825,ZCTA5 97825,248,3,16,12,36,9,7,165,0,7.661290323
G97826,2015-2019,US,97826,ZCTA5 97826,1138,50,122,40,14,200,48,664,0,15.1142355
G97827,2015-2019,US,97827,ZCTA5 97827,2398,80,236,138,140,108,163,1533,0,13.17764804
G97828,2015-2019,US,97828,ZCTA5 97828,3129,248,185,178,121,220,145,2032,0,13.83828699
G97830,2015-2019,US,97830,ZCTA5 97830,642,35,64,36,36,160,8,303,0,15.42056075
G97833,2015-2019,US,97833,ZCTA5 97833,739,60,25,24,10,65,18,537,0,11.50202977
G97834,2015-2019,US,97834,ZCTA5 97834,904,22,85,23,19,69,49,637,0,11.83628319
G97835,2015-2019,US,97835,ZCTA5 97835,262,14,23,14,8,10,26,167,0,14.1221374
G97836,2015-2019,US,97836,ZCTA5 97836,1922,12,147,42,88,261,133,1239,0,8.272632674
G97837,2015-2019,US,97837,ZCTA5 97837,60,0,2,18,0,2,1,37,0,3.333333333
G97838,2015-2019,US,97838,ZCTA5 97838,25945,1402,3427,1310,1625,1774,874,15533,0,18.61244941
G97839,2015-2019,US,97839,ZCTA5 97839,283,30,13,16,7,28,3,186,0,15.19434629
G97840,2015-2019,US,97840,ZCTA5 97840,216,0,0,0,5,0,0,211,0,0
G97841,2015-2019,US,97841,ZCTA5 97841,553,18,22,16,87,19,0,391,0,7.233273056
G97842,2015-2019,US,97842,ZCTA5 97842,118,0,10,9,6,26,0,67,0,8.474576271
G97843,2015-2019,US,97843,ZCTA5 97843,643,59,25,11,17,19,38,474,0,13.06376361
G97844,2015-2019,US,97844,ZCTA5 97844,4122,200,335,535,287,321,127,2317,0,12.97913634
G97845,2015-2019,US,97845,ZCTA5 97845,2802,299,387,269,94,205,67,1481,0,24.48251249
G97846,2015-2019,US,97846,ZCTA5 97846,1846,52,126,147,11,35,115,1360,0,9.642470206
G97848,2015-2019,US,97848,ZCTA5 97848,192,12,6,6,1,24,3,140,0,9.375
G97850,2015-2019,US,97850,ZCTA5 97850,16695,1075,1546,1318,991,1048,506,10211,0,15.69931117
G97856,2015-2019,US,97856,ZCTA5 97856,358,9,59,29,5,15,16,225,0,18.99441341
G97857,2015-2019,US,97857,ZCTA5 97857,551,11,87,9,62,32,4,346,0,17.78584392
G97859,2015-2019,US,97859,ZCTA5 97859,128,33,5,0,0,0,0,90,0,29.6875
G97862,2015-2019,US,97862,ZCTA5 97862,11864,804,1561,617,752,1716,168,6246,0,19.93425489
G97864,2015-2019,US,97864,ZCTA5 97864,226,46,6,25,4,14,0,131,0,23.00884956
G97865,2015-2019,US,97865,ZCTA5 97865,1087,72,46,20,95,63,61,730,0,10.85556578
G97867,2015-2019,US,97867,ZCTA5 97867,811,113,100,47,36,42,0,473,0,26.26387176
G97868,2015-2019,US,97868,ZCTA5 97868,1750,113,107,69,34,90,74,1263,0,12.57142857
G97869,2015-2019,US,97869,ZCTA5 97869,891,56,60,17,76,88,0,594,0,13.01907969
G97870,2015-2019,US,97870,ZCTA5 97870,788,49,66,47,11,131,78,406,0,14.59390863
