GISJOIN,YEAR,STUSAB,ZCTA5A,ZCTA_NAME,Total,Under0.5,0.5_0.99,1.00_1.24,1.25_1.49,1.50_1.84,1.85_1.99,Over2.0,Poverty_Dummy,Pct_Agg
G61341,2015-2019,US,61341,ZCTA5 61341,7950,604,384,102,420,255,297,5888,0,12.42767296
G61342,2015-2019,US,61342,ZCTA5 61342,8280,587,484,212,331,494,109,6063,0,12.93478261
G61344,2015-2019,US,61344,ZCTA5 61344,364,9,10,39,5,38,2,261,0,5.21978022
G61345,2015-2019,US,61345,ZCTA5 61345,720,28,44,11,17,49,35,536,0,10
G61346,2015-2019,US,61346,ZCTA5 61346,63,6,8,4,2,5,0,38,0,22.22222222
G61348,2015-2019,US,61348,ZCTA5 61348,4513,209,216,109,246,375,48,3310,0,9.417239087
G61349,2015-2019,US,61349,ZCTA5 61349,926,70,48,41,40,59,4,664,0,12.74298056
G61350,2015-2019,US,61350,ZCTA5 61350,23691,1280,2241,914,1509,1717,498,15532,0,14.86218395
G61353,2015-2019,US,61353,ZCTA5 61353,1185,34,52,60,62,108,49,820,0,7.257383966
G61354,2015-2019,US,61354,ZCTA5 61354,10195,614,368,307,661,678,243,7324,0,9.632172634
G61356,2015-2019,US,61356,ZCTA5 61356,10367,288,1015,178,457,556,301,7572,0,12.56872769
G61358,2015-2019,US,61358,ZCTA5 61358,293,28,30,25,4,24,10,172,0,19.79522184
G61359,2015-2019,US,61359,ZCTA5 61359,330,4,10,3,27,67,11,208,0,4.242424242
G61360,2015-2019,US,61360,ZCTA5 61360,3031,78,330,65,13,87,125,2333,0,13.46090399
G61361,2015-2019,US,61361,ZCTA5 61361,1196,35,51,30,52,126,10,892,0,7.190635452
G61362,2015-2019,US,61362,ZCTA5 61362,5465,368,329,276,212,472,141,3667,0,12.75388838
G61363,2015-2019,US,61363,ZCTA5 61363,285,8,31,1,17,46,1,181,0,13.68421053
G61364,2015-2019,US,61364,ZCTA5 61364,18689,1457,2066,531,633,1027,924,12051,0,18.85066082
G61367,2015-2019,US,61367,ZCTA5 61367,751,23,20,62,20,37,17,572,0,5.725699068
G61368,2015-2019,US,61368,ZCTA5 61368,1366,52,115,15,150,47,27,960,0,12.22547584
G61369,2015-2019,US,61369,ZCTA5 61369,1427,63,80,64,32,55,31,1102,0,10.02102313
G61370,2015-2019,US,61370,ZCTA5 61370,1504,92,23,74,55,69,122,1069,0,7.646276596
G61372,2015-2019,US,61372,ZCTA5 61372,151,4,4,14,0,0,0,129,0,5.298013245
G61373,2015-2019,US,61373,ZCTA5 61373,2138,10,65,30,63,83,41,1846,0,3.507951356
G61374,2015-2019,US,61374,ZCTA5 61374,83,0,3,0,11,0,0,69,0,3.614457831
G61375,2015-2019,US,61375,ZCTA5 61375,1111,17,39,21,25,61,11,937,0,5.04050405
G61376,2015-2019,US,61376,ZCTA5 61376,1972,84,154,76,15,141,39,1463,0,12.06896552
G61377,2015-2019,US,61377,ZCTA5 61377,1393,120,73,88,129,26,44,913,0,13.85498923
G61378,2015-2019,US,61378,ZCTA5 61378,325,37,3,9,0,5,2,269,0,12.30769231
G61379,2015-2019,US,61379,ZCTA5 61379,1278,87,94,68,58,102,47,822,0,14.1627543
G61401,2015-2019,US,61401,ZCTA5 61401,29028,2734,3196,1730,2283,2221,1020,15844,0,20.42855174
G61410,2015-2019,US,61410,ZCTA5 61410,3852,516,354,273,139,192,86,2292,0,22.58566978
G61411,2015-2019,US,61411,ZCTA5 61411,397,0,0,0,0,46,0,351,0,0
G61412,2015-2019,US,61412,ZCTA5 61412,1395,50,81,44,31,97,57,1035,0,9.390681004
G61413,2015-2019,US,61413,ZCTA5 61413,932,67,19,49,17,51,19,710,0,9.227467811
G61414,2015-2019,US,61414,ZCTA5 61414,958,74,60,16,8,51,49,700,0,13.9874739
G61415,2015-2019,US,61415,ZCTA5 61415,1949,36,107,80,72,194,99,1361,0,7.337095947
G61416,2015-2019,US,61416,ZCTA5 61416,256,48,48,11,30,39,0,80,0,37.5
G61417,2015-2019,US,61417,ZCTA5 61417,277,22,42,0,0,0,0,213,0,23.10469314
G61418,2015-2019,US,61418,ZCTA5 61418,576,17,23,26,14,51,64,381,0,6.944444444
G61419,2015-2019,US,61419,ZCTA5 61419,118,5,4,7,1,16,8,77,0,7.627118644
G61420,2015-2019,US,61420,ZCTA5 61420,1153,65,77,33,72,112,77,717,0,12.31569818
G61421,2015-2019,US,61421,ZCTA5 61421,1481,109,115,46,50,76,131,954,0,15.1249156
G61422,2015-2019,US,61422,ZCTA5 61422,3142,281,150,195,266,151,82,2017,0,13.71737747
G61423,2015-2019,US,61423,ZCTA5 61423,639,5,83,23,0,34,0,494,0,13.771518
G61424,2015-2019,US,61424,ZCTA5 61424,115,0,6,0,0,8,6,95,0,5.217391304
G61425,2015-2019,US,61425,ZCTA5 61425,435,24,0,0,0,37,0,374,0,5.517241379
G61426,2015-2019,US,61426,ZCTA5 61426,147,0,45,0,0,0,0,102,0,30.6122449
G61427,2015-2019,US,61427,ZCTA5 61427,2113,144,125,58,13,149,33,1591,0,12.73071462
G61428,2015-2019,US,61428,ZCTA5 61428,1050,58,154,5,0,0,7,826,0,20.19047619
G61430,2015-2019,US,61430,ZCTA5 61430,654,26,51,16,12,38,0,511,0,11.77370031
G61431,2015-2019,US,61431,ZCTA5 61431,252,9,7,1,5,31,27,172,0,6.349206349
G61432,2015-2019,US,61432,ZCTA5 61432,643,14,31,18,2,2,19,557,0,6.99844479
G61433,2015-2019,US,61433,ZCTA5 61433,128,0,0,0,0,0,0,128,0,0
G61434,2015-2019,US,61434,ZCTA5 61434,2876,94,350,123,199,199,121,1790,0,15.43810848
G61435,2015-2019,US,61435,ZCTA5 61435,23,6,0,0,0,0,0,17,0,26.08695652
G61436,2015-2019,US,61436,ZCTA5 61436,732,39,39,11,0,11,11,621,0,10.6557377
G61437,2015-2019,US,61437,ZCTA5 61437,743,6,22,68,20,132,7,488,0,3.768506057
G61438,2015-2019,US,61438,ZCTA5 61438,831,39,16,19,51,46,34,626,0,6.618531889
G61439,2015-2019,US,61439,ZCTA5 61439,215,15,16,4,10,14,4,152,0,14.41860465
G61440,2015-2019,US,61440,ZCTA5 61440,695,19,67,30,41,78,5,455,0,12.37410072
G61441,2015-2019,US,61441,ZCTA5 61441,955,65,113,24,115,30,15,593,0,18.63874346
G61442,2015-2019,US,61442,ZCTA5 61442,657,40,49,23,5,39,41,460,0,13.54642314
G61443,2015-2019,US,61443,ZCTA5 61443,13300,1056,1562,411,880,1613,255,7523,0,19.68421053
G61447,2015-2019,US,61447,ZCTA5 61447,1065,11,45,57,45,73,6,828,0,5.258215962
G61448,2015-2019,US,61448,ZCTA5 61448,3607,67,269,408,113,106,85,2559,0,9.315220405
G61449,2015-2019,US,61449,ZCTA5 61449,299,16,23,8,23,17,7,205,0,13.04347826
G61450,2015-2019,US,61450,ZCTA5 61450,1625,41,137,71,122,96,56,1102,0,10.95384615
G61451,2015-2019,US,61451,ZCTA5 61451,333,0,9,4,0,0,0,320,0,2.702702703
G61452,2015-2019,US,61452,ZCTA5 61452,216,3,5,38,3,13,10,144,0,3.703703704
G61453,2015-2019,US,61453,ZCTA5 61453,555,33,22,11,33,8,5,443,0,9.90990991
G61454,2015-2019,US,61454,ZCTA5 61454,484,105,26,22,15,27,12,277,0,27.0661157
G61455,2015-2019,US,61455,ZCTA5 61455,16951,2740,1908,736,580,1017,498,9472,0,27.4202112
G61458,2015-2019,US,61458,ZCTA5 61458,636,21,72,43,11,30,21,438,0,14.62264151
G61459,2015-2019,US,61459,ZCTA5 61459,388,0,3,9,12,12,0,352,0,0.773195876
G61460,2015-2019,US,61460,ZCTA5 61460,313,0,19,14,2,44,7,227,0,6.07028754
G61462,2015-2019,US,61462,ZCTA5 61462,10405,699,830,417,525,966,393,6575,0,14.69485824
G61465,2015-2019,US,61465,ZCTA5 61465,1162,13,121,16,15,41,16,940,0,11.53184165
G61466,2015-2019,US,61466,ZCTA5 61466,295,0,18,1,4,7,27,238,0,6.101694915
G61467,2015-2019,US,61467,ZCTA5 61467,1099,41,15,9,25,66,40,903,0,5.095541401
G61468,2015-2019,US,61468,ZCTA5 61468,206,0,106,0,0,0,0,100,1,51.45631068
G61469,2015-2019,US,61469,ZCTA5 61469,2192,96,107,90,105,175,47,1572,0,9.260948905
G61470,2015-2019,US,61470,ZCTA5 61470,470,27,43,40,54,39,5,262,0,14.89361702
G61471,2015-2019,US,61471,ZCTA5 61471,114,0,0,33,2,3,0,76,0,0
G61472,2015-2019,US,61472,ZCTA5 61472,608,13,10,28,14,5,1,537,0,3.782894737
G61473,2015-2019,US,61473,ZCTA5 61473,1338,53,54,127,117,153,61,773,0,7.997010463
G61474,2015-2019,US,61474,ZCTA5 61474,257,6,12,6,6,10,44,173,0,7.003891051
G61475,2015-2019,US,61475,ZCTA5 61475,249,0,4,13,0,0,10,222,0,1.606425703
G61476,2015-2019,US,61476,ZCTA5 61476,433,7,25,4,4,55,2,336,0,7.390300231
G61477,2015-2019,US,61477,ZCTA5 61477,511,35,56,45,15,82,15,263,0,17.80821918
G61478,2015-2019,US,61478,ZCTA5 61478,293,0,0,16,10,0,0,267,0,0
G61479,2015-2019,US,61479,ZCTA5 61479,59,0,34,0,7,0,0,18,1,57.62711864
G61480,2015-2019,US,61480,ZCTA5 61480,1133,12,52,47,112,128,55,727,0,5.648720212
G61482,2015-2019,US,61482,ZCTA5 61482,598,63,45,12,42,25,5,406,0,18.06020067
G61483,2015-2019,US,61483,ZCTA5 61483,1819,124,135,205,91,94,18,1152,0,14.23859263
G61484,2015-2019,US,61484,ZCTA5 61484,880,42,57,37,37,104,8,595,0,11.25
G61485,2015-2019,US,61485,ZCTA5 61485,433,19,16,6,13,56,14,309,0,8.083140878
G61486,2015-2019,US,61486,ZCTA5 61486,1514,20,209,3,13,112,33,1124,0,15.12549538
G61488,2015-2019,US,61488,ZCTA5 61488,1149,155,59,39,154,76,22,644,0,18.62489121
G61489,2015-2019,US,61489,ZCTA5 61489,767,64,77,27,37,60,22,480,0,18.3833116
G61490,2015-2019,US,61490,ZCTA5 61490,1075,30,44,30,40,42,11,878,0,6.88372093
G61491,2015-2019,US,61491,ZCTA5 61491,1922,94,175,22,92,43,14,1482,0,13.99583767
G61501,2015-2019,US,61501,ZCTA5 61501,1545,101,208,91,225,108,6,806,0,20
G61516,2015-2019,US,61516,ZCTA5 61516,779,35,54,8,26,22,8,626,0,11.42490372
G61517,2015-2019,US,61517,ZCTA5 61517,3395,21,49,20,54,148,163,2940,0,2.06185567
G61519,2015-2019,US,61519,ZCTA5 61519,246,9,30,15,19,3,18,152,0,15.85365854
G61520,2015-2019,US,61520,ZCTA5 61520,14369,1138,1443,614,771,958,294,9151,0,17.96227991
G61523,2015-2019,US,61523,ZCTA5 61523,10945,267,1091,274,702,793,304,7514,0,12.40749201
G61524,2015-2019,US,61524,ZCTA5 61524,300,7,30,0,24,29,3,207,0,12.33333333
G61525,2015-2019,US,61525,ZCTA5 61525,8894,177,28,251,55,144,73,8166,0,2.304924668
G61526,2015-2019,US,61526,ZCTA5 61526,743,0,22,8,13,10,25,665,0,2.960969044
G61528,2015-2019,US,61528,ZCTA5 61528,2986,1,74,9,179,21,0,2702,0,2.511721366
G61529,2015-2019,US,61529,ZCTA5 61529,2796,102,259,119,76,96,28,2116,0,12.91130186
G61530,2015-2019,US,61530,ZCTA5 61530,6283,179,776,240,273,167,305,4343,0,15.19974534
G61531,2015-2019,US,61531,ZCTA5 61531,3198,167,98,106,222,220,123,2262,0,8.286429018
G61532,2015-2019,US,61532,ZCTA5 61532,588,17,3,50,2,85,6,425,0,3.401360544
G61533,2015-2019,US,61533,ZCTA5 61533,2360,215,142,60,70,100,38,1735,0,15.12711864
G61534,2015-2019,US,61534,ZCTA5 61534,1831,41,24,66,207,80,11,1402,0,3.549972693
G61535,2015-2019,US,61535,ZCTA5 61535,2003,11,129,0,20,343,15,1485,0,6.989515726
G61536,2015-2019,US,61536,ZCTA5 61536,2858,40,52,159,53,143,136,2275,0,3.21903429
G61537,2015-2019,US,61537,ZCTA5 61537,2801,117,240,70,123,165,44,2042,0,12.74544805
G61539,2015-2019,US,61539,ZCTA5 61539,173,4,6,1,4,10,6,142,0,5.780346821
G61540,2015-2019,US,61540,ZCTA5 61540,2534,99,158,106,57,106,17,1991,0,10.14206788
G61541,2015-2019,US,61541,ZCTA5 61541,76,7,3,3,2,8,7,46,0,13.15789474
G61542,2015-2019,US,61542,ZCTA5 61542,3499,195,271,158,73,94,97,2611,0,13.31809088
G61543,2015-2019,US,61543,ZCTA5 61543,137,4,0,18,12,22,5,76,0,2.919708029
G61544,2015-2019,US,61544,ZCTA5 61544,724,22,9,66,20,66,27,514,0,4.281767956
G61545,2015-2019,US,61545,ZCTA5 61545,697,0,26,38,27,63,130,413,0,3.730272597
G61546,2015-2019,US,61546,ZCTA5 61546,3598,205,128,86,118,236,90,2735,0,9.255141745
G61547,2015-2019,US,61547,ZCTA5 61547,4000,20,64,35,56,272,22,3531,0,2.1
G61548,2015-2019,US,61548,ZCTA5 61548,12066,234,164,33,429,295,551,10360,0,3.29852478
G61550,2015-2019,US,61550,ZCTA5 61550,17482,417,381,468,477,683,217,14839,0,4.564695115
G61552,2015-2019,US,61552,ZCTA5 61552,191,17,0,37,7,0,0,130,0,8.90052356
G61553,2015-2019,US,61553,ZCTA5 61553,161,15,21,6,9,12,2,96,0,22.36024845
G61554,2015-2019,US,61554,ZCTA5 61554,39825,1966,3469,1393,2403,2276,1385,26933,0,13.64720653
G61559,2015-2019,US,61559,ZCTA5 61559,3203,158,164,179,180,123,14,2385,0,10.05307524
G61560,2015-2019,US,61560,ZCTA5 61560,594,48,0,21,0,60,70,395,0,8.080808081
G61561,2015-2019,US,61561,ZCTA5 61561,2452,12,43,44,82,260,61,1950,0,2.243066884
G61562,2015-2019,US,61562,ZCTA5 61562,45,0,0,0,0,0,0,45,0,0
G61563,2015-2019,US,61563,ZCTA5 61563,509,33,43,76,40,20,20,277,0,14.93123772
G61564,2015-2019,US,61564,ZCTA5 61564,1073,60,21,135,92,113,63,589,0,7.548928239
G61565,2015-2019,US,61565,ZCTA5 61565,1437,55,57,46,64,98,40,1077,0,7.79401531
G61567,2015-2019,US,61567,ZCTA5 61567,489,18,61,67,21,14,0,308,0,16.15541922
G61568,2015-2019,US,61568,ZCTA5 61568,4319,81,76,53,66,221,60,3762,0,3.635100718
G61569,2015-2019,US,61569,ZCTA5 61569,1225,8,21,155,0,67,16,958,0,2.367346939
G61570,2015-2019,US,61570,ZCTA5 61570,1946,56,270,74,87,167,7,1285,0,16.75231244
G61571,2015-2019,US,61571,ZCTA5 61571,24648,329,712,1254,587,952,328,20486,0,4.223466407
G61572,2015-2019,US,61572,ZCTA5 61572,1290,107,71,40,49,51,75,897,0,13.79844961
G61602,2015-2019,US,61602,ZCTA5 61602,715,258,130,13,42,37,3,232,1,54.26573427
G61603,2015-2019,US,61603,ZCTA5 61603,16459,2969,2605,735,1387,1892,393,6478,0,33.86596999
G61604,2015-2019,US,61604,ZCTA5 61604,28240,2137,2694,1461,1305,2418,943,17282,0,17.10694051
G61605,2015-2019,US,61605,ZCTA5 61605,15031,3566,3097,1600,876,1036,499,4357,0,44.328388
G61606,2015-2019,US,61606,ZCTA5 61606,6125,1314,523,272,515,562,201,2738,0,29.99183673
G61607,2015-2019,US,61607,ZCTA5 61607,10749,337,221,190,493,646,173,8689,0,5.191180575
G61610,2015-2019,US,61610,ZCTA5 61610,5152,345,187,340,417,432,409,3022,0,10.32608696
G61611,2015-2019,US,61611,ZCTA5 61611,23796,1212,618,770,996,1517,701,17982,0,7.690368129
G61614,2015-2019,US,61614,ZCTA5 61614,27718,766,1281,862,1077,1260,576,21896,0,7.38509272
G61615,2015-2019,US,61615,ZCTA5 61615,23086,944,984,735,774,589,615,18445,0,8.35138179
G61616,2015-2019,US,61616,ZCTA5 61616,5743,257,725,370,368,332,422,3269,0,17.09907714
G61625,2015-2019,US,61625,ZCTA5 61625,0,0,0,0,0,0,0,0,0,#DIV/0!
G61701,2015-2019,US,61701,ZCTA5 61701,33682,4477,2620,1533,2016,2249,1353,19434,0,21.07060151
G61704,2015-2019,US,61704,ZCTA5 61704,36491,1237,950,1105,942,1036,499,30722,0,5.993258612
G61705,2015-2019,US,61705,ZCTA5 61705,12926,302,444,119,146,424,275,11216,0,5.771313631
G61720,2015-2019,US,61720,ZCTA5 61720,215,22,13,24,27,2,7,120,0,16.27906977
G61721,2015-2019,US,61721,ZCTA5 61721,574,56,11,30,5,21,9,442,0,11.67247387
G61722,2015-2019,US,61722,ZCTA5 61722,524,26,61,10,17,27,31,352,0,16.60305344
G61723,2015-2019,US,61723,ZCTA5 61723,2677,123,148,136,169,143,75,1883,0,10.12327232
G61724,2015-2019,US,61724,ZCTA5 61724,578,31,46,18,45,27,6,405,0,13.32179931
G61725,2015-2019,US,61725,ZCTA5 61725,1726,79,8,170,43,104,37,1285,0,5.040556199
G61726,2015-2019,US,61726,ZCTA5 61726,2473,104,141,101,121,127,133,1746,0,9.906995552
G61727,2015-2019,US,61727,ZCTA5 61727,9521,487,622,557,532,299,442,6582,0,11.64793614
G61728,2015-2019,US,61728,ZCTA5 61728,1293,30,68,9,73,126,99,888,0,7.579273009
G61729,2015-2019,US,61729,ZCTA5 61729,1149,1,17,28,19,56,19,1009,0,1.566579634
G61730,2015-2019,US,61730,ZCTA5 61730,507,3,12,224,5,17,0,246,0,2.958579882
G61731,2015-2019,US,61731,ZCTA5 61731,183,0,0,0,96,0,0,87,0,0
G61732,2015-2019,US,61732,ZCTA5 61732,2015,49,36,35,72,160,23,1640,0,4.218362283
G61733,2015-2019,US,61733,ZCTA5 61733,778,5,19,22,14,15,14,689,0,3.084832905
G61734,2015-2019,US,61734,ZCTA5 61734,2792,62,208,66,57,203,112,2084,0,9.670487106
G61735,2015-2019,US,61735,ZCTA5 61735,361,33,23,1,0,22,6,276,0,15.51246537
G61736,2015-2019,US,61736,ZCTA5 61736,1870,35,22,76,10,60,21,1646,0,3.048128342
G61737,2015-2019,US,61737,ZCTA5 61737,490,70,42,19,4,14,8,333,0,22.85714286
G61738,2015-2019,US,61738,ZCTA5 61738,4276,177,180,160,179,237,38,3305,0,8.348924228
G61739,2015-2019,US,61739,ZCTA5 61739,4470,146,296,210,126,128,170,3394,0,9.888143177
G61740,2015-2019,US,61740,ZCTA5 61740,1378,48,54,53,20,114,59,1030,0,7.40203193
G61741,2015-2019,US,61741,ZCTA5 61741,1641,49,66,39,95,251,58,1083,0,7.007921999
G61742,2015-2019,US,61742,ZCTA5 61742,1253,24,2,33,9,115,20,1050,0,2.075019952
G61743,2015-2019,US,61743,ZCTA5 61743,186,0,16,2,0,11,32,125,0,8.602150538
G61744,2015-2019,US,61744,ZCTA5 61744,1916,49,68,77,80,134,74,1434,0,6.106471816
G61745,2015-2019,US,61745,ZCTA5 61745,4640,240,123,61,26,392,19,3779,0,7.823275862
G61747,2015-2019,US,61747,ZCTA5 61747,1338,27,14,14,63,63,21,1136,0,3.064275037
G61748,2015-2019,US,61748,ZCTA5 61748,2652,28,73,6,88,71,4,2382,0,3.808446456
G61749,2015-2019,US,61749,ZCTA5 61749,535,19,28,11,17,16,2,442,0,8.785046729
G61750,2015-2019,US,61750,ZCTA5 61750,135,0,15,26,0,28,0,66,0,11.11111111
G61751,2015-2019,US,61751,ZCTA5 61751,93,0,0,0,25,0,0,68,0,0
G61752,2015-2019,US,61752,ZCTA5 61752,4259,324,225,157,109,100,94,3250,0,12.89034985
G61753,2015-2019,US,61753,ZCTA5 61753,3072,102,114,0,0,104,108,2644,0,7.03125
G61754,2015-2019,US,61754,ZCTA5 61754,1016,103,17,28,17,70,19,762,0,11.81102362
G61755,2015-2019,US,61755,ZCTA5 61755,4753,21,227,167,98,243,47,3950,0,5.217757206
G61756,2015-2019,US,61756,ZCTA5 61756,2313,10,53,73,154,115,36,1872,0,2.723735409
G61759,2015-2019,US,61759,ZCTA5 61759,1587,39,89,96,36,90,60,1177,0,8.065532451
G61760,2015-2019,US,61760,ZCTA5 61760,2236,62,112,38,45,88,27,1864,0,7.781753131
G61761,2015-2019,US,61761,ZCTA5 61761,49425,8315,3776,1394,1306,2078,726,31830,0,24.46332828
G61764,2015-2019,US,61764,ZCTA5 61764,11784,735,1408,544,692,851,238,7316,0,18.18567549
G61769,2015-2019,US,61769,ZCTA5 61769,634,49,36,49,57,12,32,399,0,13.40694006
G61770,2015-2019,US,61770,ZCTA5 61770,1040,40,13,11,19,73,14,870,0,5.096153846
G61771,2015-2019,US,61771,ZCTA5 61771,850,9,22,5,13,7,83,711,0,3.647058824
G61772,2015-2019,US,61772,ZCTA5 61772,239,0,0,0,0,0,9,230,0,0
G61773,2015-2019,US,61773,ZCTA5 61773,419,18,44,38,16,13,25,265,0,14.79713604
G61774,2015-2019,US,61774,ZCTA5 61774,961,82,29,14,60,38,35,703,0,11.55046826
G61775,2015-2019,US,61775,ZCTA5 61775,339,0,42,0,0,39,0,258,0,12.38938053
G61776,2015-2019,US,61776,ZCTA5 61776,1210,16,20,17,85,48,13,1011,0,2.975206612
G61777,2015-2019,US,61777,ZCTA5 61777,780,44,8,25,76,29,17,581,0,6.666666667
G61778,2015-2019,US,61778,ZCTA5 61778,642,23,2,0,18,31,4,564,0,3.894080997
G61801,2015-2019,US,61801,ZCTA5 61801,24948,5831,2903,1433,1513,1853,592,10823,0,35.00881834
G61802,2015-2019,US,61802,ZCTA5 61802,18838,1815,1595,588,468,1257,591,12524,0,18.10170931
G61810,2015-2019,US,61810,ZCTA5 61810,281,16,7,13,37,17,8,183,0,8.185053381
G61811,2015-2019,US,61811,ZCTA5 61811,709,89,84,55,19,52,19,391,0,24.40056417
G61812,2015-2019,US,61812,ZCTA5 61812,387,14,37,3,44,8,0,281,0,13.17829457
G61813,2015-2019,US,61813,ZCTA5 61813,1557,59,51,71,123,148,65,1040,0,7.064868337
G61814,2015-2019,US,61814,ZCTA5 61814,1070,60,100,28,10,39,29,804,0,14.95327103
G61815,2015-2019,US,61815,ZCTA5 61815,258,19,6,6,7,12,0,208,0,9.689922481
G61816,2015-2019,US,61816,ZCTA5 61816,463,40,42,10,16,9,9,337,0,17.71058315
G61817,2015-2019,US,61817,ZCTA5 61817,2528,34,158,131,144,123,77,1861,0,7.594936709
G61818,2015-2019,US,61818,ZCTA5 61818,1814,63,83,111,8,78,89,1382,0,8.048511577
G61820,2015-2019,US,61820,ZCTA5 61820,31022,10882,3623,1743,753,1511,1075,11435,0,46.75714009
G61821,2015-2019,US,61821,ZCTA5 61821,30727,2430,1989,1351,1961,2133,1344,19519,0,14.38148859
G61822,2015-2019,US,61822,ZCTA5 61822,25496,646,671,705,478,934,510,21552,0,5.165516159
G61830,2015-2019,US,61830,ZCTA5 61830,390,12,2,14,4,12,32,314,0,3.58974359
G61831,2015-2019,US,61831,ZCTA5 61831,139,6,6,0,0,6,0,121,0,8.633093525
G61832,2015-2019,US,61832,ZCTA5 61832,33677,5018,4136,2545,1592,2231,958,17197,0,27.18175609
G61833,2015-2019,US,61833,ZCTA5 61833,2261,112,152,112,130,396,30,1329,0,11.67624945
G61834,2015-2019,US,61834,ZCTA5 61834,6587,134,241,223,121,210,230,5428,0,5.693031729
G61839,2015-2019,US,61839,ZCTA5 61839,662,2,23,7,18,41,7,564,0,3.776435045
G61840,2015-2019,US,61840,ZCTA5 61840,619,31,14,14,7,15,18,520,0,7.269789984
G61841,2015-2019,US,61841,ZCTA5 61841,1262,48,30,8,48,61,132,935,0,6.18066561
G61842,2015-2019,US,61842,ZCTA5 61842,2707,57,310,99,49,78,95,2019,0,13.55744366
G61843,2015-2019,US,61843,ZCTA5 61843,2488,45,80,115,77,125,154,1892,0,5.024115756
G61844,2015-2019,US,61844,ZCTA5 61844,752,26,61,23,4,33,8,597,0,11.56914894
G61845,2015-2019,US,61845,ZCTA5 61845,324,3,0,4,8,14,3,292,0,0.925925926
G61846,2015-2019,US,61846,ZCTA5 61846,4850,311,424,132,211,450,260,3062,0,15.15463918
G61847,2015-2019,US,61847,ZCTA5 61847,1279,21,12,40,15,63,25,1103,0,2.580140735
G61848,2015-2019,US,61848,ZCTA5 61848,240,4,11,14,6,8,37,160,0,6.25
G61849,2015-2019,US,61849,ZCTA5 61849,1899,54,96,37,47,137,48,1480,0,7.898894155
G61850,2015-2019,US,61850,ZCTA5 61850,447,19,18,45,11,43,9,302,0,8.277404922
G61851,2015-2019,US,61851,ZCTA5 61851,334,16,24,5,5,44,2,238,0,11.9760479
G61852,2015-2019,US,61852,ZCTA5 61852,222,15,16,3,64,2,10,112,0,13.96396396
G61853,2015-2019,US,61853,ZCTA5 61853,13875,250,432,323,223,314,287,12046,0,4.915315315
G61854,2015-2019,US,61854,ZCTA5 61854,1190,20,32,45,45,73,50,925,0,4.369747899
G61855,2015-2019,US,61855,ZCTA5 61855,128,0,16,0,0,36,19,57,0,12.5
G61856,2015-2019,US,61856,ZCTA5 61856,7766,201,135,165,208,382,121,6554,0,4.326551635
G61857,2015-2019,US,61857,ZCTA5 61857,144,0,15,27,7,24,8,63,0,10.41666667
G61858,2015-2019,US,61858,ZCTA5 61858,2965,175,147,147,52,122,53,2269,0,10.86003373
G61859,2015-2019,US,61859,ZCTA5 61859,1275,8,27,44,58,39,9,1090,0,2.745098039
G61862,2015-2019,US,61862,ZCTA5 61862,564,15,6,15,10,9,3,506,0,3.723404255
G61863,2015-2019,US,61863,ZCTA5 61863,861,39,23,2,11,72,2,712,0,7.200929152
G61864,2015-2019,US,61864,ZCTA5 61864,1766,63,30,3,54,0,6,1610,0,5.266138165
G61865,2015-2019,US,61865,ZCTA5 61865,1633,82,87,81,106,101,24,1152,0,10.34905083
G61866,2015-2019,US,61866,ZCTA5 61866,13700,1364,1058,1574,413,1899,496,6896,0,17.67883212
G61870,2015-2019,US,61870,ZCTA5 61870,1251,56,58,40,29,133,31,904,0,9.112709832
G61871,2015-2019,US,61871,ZCTA5 61871,314,4,12,2,5,4,4,283,0,5.095541401
G61872,2015-2019,US,61872,ZCTA5 61872,589,4,18,9,16,72,6,464,0,3.735144312
G61873,2015-2019,US,61873,ZCTA5 61873,6287,123,176,104,56,195,88,5545,0,4.755845395
G61874,2015-2019,US,61874,ZCTA5 61874,7849,1070,346,291,293,229,87,5533,0,18.04051472
G61875,2015-2019,US,61875,ZCTA5 61875,986,11,155,34,3,0,23,760,0,16.8356998
G61876,2015-2019,US,61876,ZCTA5 61876,636,15,23,58,4,34,4,498,0,5.974842767
G61877,2015-2019,US,61877,ZCTA5 61877,1778,15,55,12,67,146,37,1446,0,3.937007874
G61878,2015-2019,US,61878,ZCTA5 61878,1224,34,86,31,47,132,16,878,0,9.803921569
G61880,2015-2019,US,61880,ZCTA5 61880,4041,208,268,22,49,195,59,3240,0,11.77926256
G61882,2015-2019,US,61882,ZCTA5 61882,653,53,44,33,18,30,25,450,0,14.85451761
G61883,2015-2019,US,61883,ZCTA5 61883,4178,321,359,262,136,294,144,2662,0,16.27573001
G61884,2015-2019,US,61884,ZCTA5 61884,1031,0,9,0,10,17,0,995,0,0.872938894
G61910,2015-2019,US,61910,ZCTA5 61910,4383,244,222,202,389,442,79,2805,0,10.63198722
G61911,2015-2019,US,61911,ZCTA5 61911,5284,185,221,302,445,333,60,3738,0,7.683573051
G61912,2015-2019,US,61912,ZCTA5 61912,1172,88,81,44,87,40,59,773,0,14.41979522
G61913,2015-2019,US,61913,ZCTA5 61913,1403,142,62,29,89,195,85,801,0,14.54027085
G61914,2015-2019,US,61914,ZCTA5 61914,1817,69,44,263,45,85,68,1243,0,6.219042378
